root_id,primary_type
23767,L1
23768,T1
23769,T1
23770,LCe02
23771,Pm03
23772,R1-6
23773,Tm20
23774,CB2685
23775,Tm3
23776,R1-6
23777,C3
23778,L1
23779,C2
23780,Tm2
23781,Tm21
23782,C2
23783,R8
23784,Tm16
23785,T4d
23786,LHAV3a1
23787,Tm27
23788,Dm3p
23789,L1
23790,Dm2
23791,Tm21
23792,Dm2
23793,R7
23794,L5
23795,L2
23796,T4c
23797,Mi2
23798,Tm1
23799,vDeltaF
23800,R1-6
23801,Tm5e
23802,L5
23803,Dm3q
23804,R8
23805,vDeltaF
23806,Lawf1
23807,R1-6
23808,Dm2
23809,Tm9
23810,T4c
23811,Mi4
23812,C3
23813,Tm20
23814,Dm2
23815,Mi9
23816,KCg-m
23817,Mi10
23818,Lawf1
23819,Tm21
23820,Mi2
23821,Tm1
23822,Mi2
23823,Dm1
23824,R8
23825,L3
23826,CB1593
23827,LCe02
23828,R1-6
23829,R1-6
23830,Mi10
23831,Tm37
23832,Mi2
23833,Tm5d
23834,T1
23835,Tm27
23836,Tm3
23837,Dm3q
23838,Mi2
23839,T4d
23840,ORN_VM6m
23841,KCapbp-ap2
23842,LHAV3a1
23843,MTe08
23844,LHPV5b1
23845,Tm5d
23846,CB1098
23847,LTe49e
23848,Tm7
23849,LC17
23850,LC16
23851,JO-A
23852,C2
23853,CB2761
23854,Tm4
23855,LT77
23856,KCg-m
23857,KCg-m
23858,Tm8a
23859,T4b
23860,CB2884
23861,Y4
23862,LAL142
23863,Y11
23864,AVLP462b
23865,CB0948
23866,L2
23867,Li05
23868,T5b
23869,Tm8a
23870,LAL018
23871,KCg-m
23872,MeTu1
23873,KCapbp-ap2
23874,LHPV5b1
23875,T5d
23876,MTe53
23877,MTe53
23878,CB0699
23879,DNge089
23880,BM_InOm
23881,LC10c
23882,CB2896
23883,T4a
23884,CB0449
23885,KCg-m
23886,LHAV3a1
23887,ORN_VC3
23888,T5b
23889,WED081
23890,EPG
23891,LC12
23892,LC10a
23893,KCg-m
23894,Y3
23895,T4b
23896,T4a
23897,Tm4
23898,Tm8a
23899,TmY5a
23900,SA_DMT_DMetaN_12
23901,ORN_VM6m
23902,T5a
23903,CB1014
23904,BM_InOm
23905,LHAV2n1
23906,LAL052
23907,LLPC3
23908,TmY31
23909,Tm5f
23910,ORN_DA1
23911,LCe01
23912,Tm8a
23913,DNg08_a
23914,ORN_VA3
23915,CB1029
23916,Y3
23917,Li18
23918,LC17
23919,T3
23920,CB1064
23921,CB2541
23922,LHPV5g1_b
23923,CB3276
23924,Tm2
23925,T5b
23926,Tm20
23927,KCg-m
23928,LPLC4
23929,T4b
23930,Tm31
23931,CL128c
23932,LCe01
23933,CB3615
23934,KCg-m
23935,SMP213
23936,KCg-m
23937,Li06
23938,CB1278
23939,KCg-m
23940,Mi9
23941,TmY31
23942,LT77
23943,CL182
23944,Li18
23945,KCg-m
23946,LPi07
23947,L1
23948,T5a
23949,T2
23950,T4c
23951,ORN_VA3
23952,AN_GNG_75
23953,C2
23954,R1-6
23955,Tm36
23956,L2
23957,Sm09
23958,T4d
23959,Tm5d
23960,Li18
23961,Tm5d
23962,T1
23963,Dm2
23964,R7
23965,PFNm
23966,L2
23967,R7
23968,L4
23969,Lawf1
23970,Mi1
23971,T4d
23972,Dm15
23973,Tm1
23974,LT77
23975,R7
23976,Mi9
23977,R1-6
23978,Tm3
23979,T4d
23980,SMP470
23981,Mi13
23982,FS4A
23983,Mi9
23984,Mi9
23985,Mi2
23986,R8
23987,Dm9
23988,L3
23989,Mi4
23990,R8
23991,R1-6
23992,R1-6
23993,Tm27
23994,R1-6
23995,R1-6
23996,R8
23997,L4
23998,L3
23999,Mi4
24000,Tm27
24001,L2
24002,AVLP548_f
24003,Tm21
24004,R8
24005,Pm03
24006,Tm3
24007,Dm15
24008,CB2933
24009,Tm9
24010,T2
24011,TmY16
24012,R1-6
24013,C2
24014,Mi1
24015,T1
24016,Tm20
24017,Lawf1
24018,Mi4
24019,L1
24020,PFNm
24021,Mi9
24022,Tm3
24023,T4c
24024,Mi2
24025,Tm20
24026,Lawf1
24027,L1
24028,R1-6
24029,Tm3
24030,LPi08
24031,Mi15
24032,L2
24033,TuBu09
24034,Tm3
24035,vDeltaF
24036,ORN_DA1
24037,L3
24038,LCe02
24039,Tm9
24040,L3
24041,R1-6
24042,KCapbp-m
24043,Mi1
24044,TmY9q
24045,LC12
24046,L5
24047,Tm27
24048,LCe02
24049,L5
24050,KCapbp-m
24051,LPi04
24052,R1-6
24053,Tm9
24054,R7
24055,L4
24056,L1
24057,Tm27
24058,Tm20
24059,L5
24060,R1-6
24061,T1
24062,PFNm
24063,Tm21
24064,Tm8a
24065,Mi9
24066,R1-6
24067,Tm21
24068,Dm3v
24069,EPG
24070,PFNm
24071,Dm16
24072,Dm2
24073,C2
24074,AN_AVLP_PVLP_1
24075,T5a
24076,Tm5a
24077,CB1463
24078,T4b
24079,WED040
24080,T3
24081,CB2065
24082,SMP213
24083,Y3
24084,T5b
24085,FC2B
24086,CB3505
24087,LC10a
24088,T4a
24089,Tm2
24090,T5d
24091,SLP151
24092,LatB
24093,Y11
24094,ORN_DA1
24095,JO-EVM
24096,CB2139
24097,KCg-m
24098,LC10a
24099,LPi05
24100,T4a
24101,PS031
24102,Mi9
24103,CB1339
24104,CB0433
24105,LC17
24106,T4b
24107,Tm4
24108,TmY5a
24109,Dm10
24110,TmY31
24111,LCe01
24112,R1-6
24113,KCapbp-ap2
24114,DNg106
24115,LHAV2n1
24116,CB0031
24117,CB3663
24118,Li05
24119,Tm5f
24120,MTe53
24121,AVLP462b
24122,T4b
24123,LC17
24124,MTe08
24125,AN_GNG_65
24126,CB1325
24127,KCapbp-ap2
24128,CB1593
24129,CB2299
24130,CB3183
24131,BM_InOm
24132,T5a
24133,Dm10
24134,T2
24135,LC16
24136,KCg-m
24137,T5d
24138,KCg-m
24139,T2
24140,Y4
24141,BM_InOm
24142,Tm5f
24143,Li07
24144,LCe06
24145,KCab
24146,BM_InOm
24147,LC10d
24148,T4a
24149,PFR
24150,T4a
24151,CB1903
24152,LLPC2
24153,JO-A
24154,CB1055
24155,R1-6
24156,L2
24157,Pm03
24158,TuBu09
24159,Tm20
24160,Dm3q
24161,Tm7
24162,LCe02
24163,Mi9
24164,WED095
24165,Tm5e
24166,Tm1
24167,R1-6
24168,Tm7
24169,L4
24170,Tm3
24171,L5
24172,Tm8b
24173,SMP213
24174,Dm2
24175,R1-6
24176,L4
24177,Pm03
24178,Dm3q
24179,Mi4
24180,R1-6
24181,Tm5d
24182,Tm5d
24183,Mi2
24184,LCe02
24185,Mi1
24186,T1
24187,TmY15
24188,Tm1
24189,R1-6
24190,SA_DMT_DMetaN_12
24191,R1-6
24192,Dm3q
24193,Mi4
24194,Sm09
24195,Mi1
24196,vDeltaF
24197,R8
24198,PFNm
24199,Pm02
24200,L3
24201,Tm36
24202,Mi15
24203,L5
24204,Tm37
24205,L3
24206,T5a
24207,Dm3q
24208,vDeltaF
24209,FS4A
24210,T4c
24211,Tm1
24212,Mi9
24213,T4d
24214,TmY9q
24215,C3
24216,Tm20
24217,Mi13
24218,Mi2
24219,T4d
24220,Mi10
24221,T1
24222,T4c
24223,R8
24224,L2
24225,L5
24226,Mi15
24227,PVLP076
24228,CB2051
24229,T4c
24230,R1-6
24231,Mi10
24232,T4b
24233,CB2051
24234,Sm06
24235,R1-6
24236,R7
24237,R1-6
24238,Mi9
24239,LCe02
24240,C2
24241,L3
24242,Mi15
24243,AN_GNG_65
24244,Y3
24245,Dm3v
24246,Mi4
24247,Tm3
24248,Tm5e
24249,R1-6
24250,Dm11
24251,Tm9
24252,L2
24253,T1
24254,R1-6
24255,Tm36
24256,C2
24257,PFNm
24258,L1
24259,FS1A
24260,Tm21
24261,LPi04
24262,C3
24263,BM_InOm
24264,Tm21
24265,L5
24266,L3
24267,R1-6
24268,C3
24269,PVLP074
24270,Li07
24271,Tm9
24272,KCapbp-ap2
24273,Mi13
24274,AN_multi_111
24275,TmY14
24276,KCg-m
24277,JO-FDP
24278,Li18
24279,T3
24280,L2
24281,CB2541
24282,Dm3q
24283,KCg-m
24284,CB3505
24285,Tm21
24286,T3
24287,JO-mz
24288,SA_DMT_DMetaN_3
24289,LatB
24290,Tm2
24291,Tm8a
24292,Tm5a
24293,CB2153
24294,T4a
24295,CB0885
24296,CB2005
24297,Tm8a
24298,T5c
24299,CB2761
24300,Li05
24301,LC45
24302,Lawf1
24303,T4a
24304,T5c
24305,T5a
24306,KCg-m
24307,DNge087
24308,T1
24309,T4a
24310,LC10e
24311,SA_DMT_DMetaN_12
24312,LHAV2m1
24313,R8
24314,Tm5a
24315,SMP018
24316,T5d
24317,IB097
24318,T5d
24319,SA_DMT_DMetaN_12
24320,Dm3v
24321,KCab
24322,LatB
24323,T5c
24324,T4b
24325,CB2896
24326,IB094
24327,KCg-m
24328,AN_GNG_16
24329,LC45
24330,Tm4
24331,AN_multi_111
24332,LAL188
24333,TRN_VP3a
24334,AVLP462b
24335,T4b
24336,CB1469
24337,LMt2
24338,CB1038
24339,T3
24340,T5a
24341,CB2713
24342,TmY31
24343,T5a
24344,LC17
24345,KCg-m
24346,LAL090
24347,KCapbp-ap2
24348,R7
24349,LC16
24350,KCapbp-ap2
24351,CB0578
24352,T2
24353,SMP094
24354,Y3
24355,LC10d
24356,CB2896
24357,T2
24358,T5b
24359,Tm5f
24360,CB2896
24361,LC10d
24362,Li18
24363,KCg-m
24364,T4b
24365,DNg20
24366,BM_InOm
24367,CL271
24368,Li18
24369,LC45
24370,WED040
24371,LPi07
24372,SMP011b
24373,Sm22
24374,LC10a
24375,Tm4
24376,T5c
24377,LC17
24378,LPLC2
24379,Li18
24380,T3
24381,SMP200
24382,LC16
24383,SA_DMT_DMetaN_12
24384,LHAV2m1
24385,LC45
24386,SMP410
24387,KCg-m
24388,PS208b
24389,DNge014
24390,Dm10
24391,LC10c
24392,Tm4
24393,CB3048
24394,LPi07
24395,LC10a
24396,Tm5f
24397,CB2713
24398,SLP150
24399,KCg-m
24400,CB1463
24401,ORN_VM6m
24402,PPM1205
24403,BM_InOm
24404,PS099b
24405,TmY10
24406,Tlp14
24407,Li05
24408,TRN_VP3a
24409,Tm5f
24410,T5a
24411,DNg20
24412,WED095
24413,LPLC1
24414,CB3505
24415,CL109
24416,BM_InOm
24417,BM_InOm
24418,Li07
24419,T4a
24420,AN_AVLP_27
24421,LHAV2m1
24422,SLP212c
24423,KCg-m
24424,SMP256
24425,SMP213
24426,CB3276
24427,LLPC2
24428,CB3129
24429,KCg-m
24430,CB0609
24431,BM_InOm
24432,Tm4
24433,TmY5a
24434,TmY10
24435,LHAV2m1
24436,LHAV2k8
24437,LatB
24438,AN_multi_3
24439,JO-EVM
24440,FC2B
24441,LLPC2
24442,CB0757
24443,CB0963
24444,CB0508
24445,ORN_DA1
24446,SMP019b
24447,Dm10
24448,MTe10
24449,CB2065
24450,DNge015
24451,CB2552
24452,LC17
24453,TmY14
24454,Li05
24455,CB0948
24456,CB1055
24457,CB2713
24458,AN_GNG_16
24459,PFR
24460,AN_GNG_SAD_34
24461,Tm8a
24462,Y3
24463,KCg-m
24464,DNge111
24465,T4a
24466,CB3276
24467,CB2713
24468,Y3
24469,CB3505
24470,ORN_VM6m
24471,Y3
24472,LHAV2k8
24473,T4a
24474,T4b
24475,SMP213
24476,KCg-m
24477,CB3129
24478,SMP210
24479,T5c
24480,Tm4
24481,CB2005
24482,CB1029
24483,Tm5f
24484,LC10e
24485,Li18
24486,LT51
24487,CB0909
24488,Tm5f
24489,PLP073
24490,T4a
24491,Tm27
24492,MTe53
24493,Li18
24494,KCg-m
24495,SAD084
24496,SAD082
24497,PFR
24498,LT51
24499,Tm5f
24500,T5a
24501,LC45
24502,LC45
24503,KCab
24504,BM_InOm
24505,Tm7
24506,T5b
24507,CB3504
24508,CB1029
24509,SLP150
24510,LHAV2k6
24511,CL182
24512,KCg-m
24513,SA_DMT_DMetaN_12
24514,CB0948
24515,CB1278
24516,TmY3
24517,TmY5a
24518,T5b
24519,KCg-m
24520,T5c
24521,KCg-m
24522,Pm03
24523,T5c
24524,CB1119
24525,Dm3q
24526,SMP065
24527,LT39
24528,T4a
24529,T5b
24530,Dm2
24531,4I2
24532,LPi07
24533,SMP210
24534,ORN_DA1
24535,T4a
24536,CB2541
24537,LCe06
24538,CB0276
24539,LCe06
24540,AN_GNG_49
24541,DNg64
24542,Tlp14
24543,LHAV2k6
24544,Tlp1
24545,LC12
24546,LAL104
24547,CB0948
24548,FC2B
24549,CB2159
24550,Tm27
24551,LHAV2k13
24552,Y3
24553,CB2933
24554,CB2355
24555,LLPC2
24556,SMP461
24557,CB2552
24558,Li05
24559,ORN_VM6m
24560,Mi15
24561,KCg-m
24562,T5d
24563,WED095
24564,CB3504
24565,LPLC2
24566,CB3663
24567,Tm31
24568,Mi15
24569,CB0958
24570,LC12
24571,T3
24572,LPi07
24573,LC17
24574,Y3
24575,CB2758
24576,T4b
24577,MTe08
24578,LPi07
24579,KCg-m
24580,CB3575
24581,Mi15
24582,Sm09
24583,R7
24584,CB1314
24585,R7
24586,Tm7
24587,L2
24588,Dm3q
24589,Mi13
24590,L3
24591,R1-6
24592,L2
24593,Mi15
24594,Tm1
24595,Tm16
24596,L1
24597,R1-6
24598,R1-6
24599,CB1119
24600,Tm9
24601,T1
24602,Dm4
24603,PFNm
24604,Tm7
24605,Mi4
24606,Mi2
24607,R7
24608,Mi1
24609,Tm1
24610,R1-6
24611,Tm9
24612,LPi04
24613,L4
24614,R7
24615,Mi4
24616,Tm20
24617,R1-6
24618,Mi9
24619,T4d
24620,T4d
24621,R1-6
24622,T5a
24623,L5
24624,R1-6
24625,R7
24626,Tm3
24627,R1-6
24628,T1
24629,Tm9
24630,Mi9
24631,R7
24632,Tm21
24633,Tm20
24634,R1-6
24635,vDeltaF
24636,L5
24637,Sm01
24638,Mi4
24639,Tm2
24640,Mi2
24641,Mi9
24642,R7
24643,Tm20
24644,Dm15
24645,Tm32
24646,R1-6
24647,L4
24648,Sm01
24649,C3
24650,LPi08
24651,L2
24652,SA_DMT_DMetaN_12
24653,Tm7
24654,R1-6
24655,C3
24656,L5
24657,Tm9
24658,CB2817
24659,Tm2
24660,Tm1
24661,Sm12
24662,Pm05
24663,Tm21
24664,T4d
24665,LAL113
24666,T4d
24667,CB0742
24668,aMe24
24669,CB0041
24670,AVLP573
24671,LTe08
24672,LAL151
24673,T2a
24674,T2a
24675,cM01c
24676,LC4
24677,CL361
24678,AN_multi_66
24679,T2a
24680,lLN2F_b
24681,untyped
24682,lLN2P_b
24683,LC4
24684,untyped
24685,untyped
24686,untyped
24687,untyped
24688,LC36
24689,untyped
24690,AOTU032
24691,untyped
24692,LC4
24693,AN_multi_59
24694,untyped
24695,v2LN33
24696,AN_multi_48
24697,untyped
24698,AN_multi_69
24699,untyped
24700,untyped
24701,AN_multi_66
24702,LAL194
24703,AN_multi_42
24704,DNa13_a
24705,LTe52b
24706,vCal1
24707,mALB4
24708,AVLP281
24709,LC19
24710,untyped
24711,cLLPM02
24712,AVLP205b
24713,untyped
24714,AVLP116
24715,ATL027
24716,cM05
24717,AVLP290a
24718,LAL117b
24719,AVLP290a
24720,AVLP557
24721,LAL186
24722,DNpe052
24723,BM_Ant
24724,WEDPN1A
24725,CB0107
24726,CB0245
24727,CB0219
24728,CL083
24729,CB1622
24730,CB2591
24731,KCg-m
24732,TmY15
24733,TmY3
24734,LPLC2
24735,Tm5f
24736,LC17
24737,CB3504
24738,LLPC2
24739,LCe06
24740,ORN_DA1
24741,ocellar_retinula_cell
24742,SMP210
24743,SA_DMT_DMetaN_12
24744,SMP210
24745,T4c
24746,KCg-m
24747,SA_DMT_DMetaN_12
24748,MTe08
24749,T3
24750,CB1055
24751,PLP037a
24752,BM_InOm
24753,Dm10
24754,CL128c
24755,TmY14
24756,WED040
24757,BM_InOm
24758,Tm27
24759,Li22
24760,CB1937
24761,CB1096
24762,AOTU050b
24763,PS099b
24764,Tm5f
24765,SMP210
24766,CL128c
24767,CB1469
24768,LC12
24769,T5c
24770,WED095
24771,M_l2PNm16
24772,Y11
24773,LC45
24774,CB3048
24775,Tm27
24776,LC10a
24777,LPLC2
24778,T2
24779,Tm4
24780,LPi07
24781,KCg-m
24782,T5a
24783,KCab
24784,T3
24785,T4a
24786,Tm8a
24787,CB0947
24788,FS1A
24789,CB2552
24790,T5c
24791,CB0619
24792,CB2758
24793,DNpe017
24794,CB1221
24795,T5c
24796,T2
24797,CB0947
24798,Tm4
24799,CB3498
24800,T4a
24801,LPi07
24802,CB1469
24803,T4a
24804,PLP036
24805,LPi07
24806,CB2932
24807,SMP019a
24808,Dm2
24809,Dm1
24810,Tm5f
24811,VST2
24812,TmY15
24813,BM_InOm
24814,L5
24815,CB2139
24816,CB3498
24817,CB3023
24818,LC16
24819,T5c
24820,LPi07
24821,T4a
24822,KCab
24823,CB1657
24824,CB2159
24825,Li18
24826,aSP-g2
24827,LC12
24828,LC45
24829,CB0742
24830,SMP210
24831,WED095
24832,CB3015
24833,LHAV2k13
24834,CB3127
24835,LHPD2c1
24836,Y3
24837,KCapbp-ap2
24838,WED040
24839,MTe53
24840,CB1085
24841,SMP094
24842,CB2541
24843,T5a
24844,R7
24845,T2
24846,T4b
24847,CB3496
24848,FC2B
24849,CB2159
24850,Li07
24851,LC10d
24852,CB0343
24853,LTe57
24854,LC45
24855,KCab
24856,T5c
24857,Dm3q
24858,LHAV2k10
24859,T5a
24860,Sm15
24861,R1-6
24862,T5c
24863,LC45
24864,CB3248
24865,T2
24866,T4b
24867,CB2541
24868,AN_AVLP_GNG_4
24869,DNg33
24870,T5a
24871,TmY20
24872,T4a
24873,AN_GNG_118
24874,CB3127
24875,L1
24876,MTe53
24877,WED040
24878,T4a
24879,CB2757
24880,TmY10
24881,BM_InOm
24882,CB3127
24883,T4b
24884,CB3127
24885,C2
24886,Lawf1
24887,CB2932
24888,Dm10
24889,Li18
24890,Li06
24891,LHAV2k10
24892,KCab
24893,Tm5f
24894,CB1325
24895,T4b
24896,CB3248
24897,Tm5f
24898,CB2157
24899,KCab
24900,CB2355
24901,TmY10
24902,Dm10
24903,KCg-m
24904,T5a
24905,T5d
24906,Sm02
24907,LAL188
24908,CB1903
24909,R1-6
24910,Dm3v
24911,PFNm
24912,Sm09
24913,Dm3q
24914,Sm20
24915,T5d
24916,Tm21
24917,Sm20
24918,L1
24919,C2
24920,MeTu1
24921,PS208b
24922,Tm27
24923,Li22
24924,Dm3q
24925,Pm05
24926,Tm27
24927,Tm3
24928,T1
24929,Lawf1
24930,Dm4
24931,T4c
24932,R8
24933,Tm20
24934,R1-6
24935,LAL188
24936,Pm03
24937,R7
24938,C2
24939,L3
24940,R1-6
24941,KCab
24942,R1-6
24943,T4c
24944,R8
24945,Dm15
24946,Tm3
24947,C2
24948,Mi9
24949,KCg-m
24950,CB1275
24951,CB1463
24952,AOTU050b
24953,SA_DMT_DMetaN_12
24954,Tm37
24955,Y3
24956,KCapbp-ap2
24957,L2
24958,KCab
24959,AVLP441
24960,Li18
24961,MeTu1
24962,CB3276
24963,Lawf1
24964,CB2157
24965,T5b
24966,CB0492
24967,T4d
24968,Tm5a
24969,WED040
24970,CB3496
24971,T5c
24972,LC12
24973,CB0196
24974,AN_multi_3
24975,T5d
24976,Li18
24977,LHAV2g5
24978,LT51
24979,ORN_DA1
24980,Mi9
24981,T5d
24982,WED095
24983,LC10e
24984,TmY3
24985,AN_GNG_159
24986,PLP036
24987,WEDPN7C
24988,DNpe054
24989,KCg-m
24990,Mi9
24991,Tm9
24992,R1-6
24993,T5a
24994,KCapbp-ap2
24995,L1
24996,KCapbp-ap1
24997,CB0298
24998,T5c
24999,LHAV2g5
25000,CB3127
25001,LHPV5g1_b
25002,CB0480
25003,TmY9q__perp
25004,KCg-m
25005,CB0947
25006,T4a
25007,CB3208
25008,LC12
25009,T5d
25010,Tm4
25011,LCe06
25012,LAL017
25013,L3
25014,LLPC2
25015,T4b
25016,SMP208
25017,TmY31
25018,SA_DMT_DMetaN_12
25019,Sm22
25020,AVLP149
25021,BM_InOm
25022,KCab
25023,LC16
25024,CB3492
25025,AVLP548_f
25026,CB3208
25027,Tm37
25028,C2
25029,KCg-m
25030,Tm21
25031,Tm20
25032,Tm2
25033,L2
25034,L2
25035,Tm16
25036,Mi1
25037,R7
25038,R1-6
25039,TuBu09
25040,C3
25041,Tm9
25042,PFNm
25043,L1
25044,LPi04
25045,PFNm
25046,Tm27
25047,C2
25048,L1
25049,R8
25050,Mi9
25051,R7
25052,BM_InOm
25053,T4c
25054,R1-6
25055,LPi04
25056,R1-6
25057,Dm15
25058,R1-6
25059,Tm9
25060,L1
25061,Mi1
25062,L2
25063,R1-6
25064,L1
25065,Tm1
25066,Tm20
25067,SMP208
25068,R1-6
25069,T1
25070,R1-6
25071,Mi9
25072,Tm21
25073,Tm1
25074,Sm20
25075,T5d
25076,CB2801
25077,T4c
25078,Dm3q
25079,Tm4
25080,R1-6
25081,Tm2
25082,Tm5d
25083,LCe02
25084,Sm01
25085,Mi2
25086,TmY9q
25087,R1-6
25088,LPi08
25089,CB0848
25090,TuBu09
25091,Tm1
25092,Tm27
25093,R1-6
25094,T1
25095,L1
25096,Tm37
25097,Dm2
25098,SMP256
25099,Mi2
25100,R1-6
25101,R1-6
25102,R1-6
25103,Tm5e
25104,Tm21
25105,Dm3p
25106,Sm15
25107,L1
25108,Mi9
25109,L5
25110,L2
25111,L3
25112,Mi9
25113,Tm1
25114,L3
25115,Mi14
25116,T4d
25117,Mi4
25118,R1-6
25119,LPi04
25120,Mi2
25121,R1-6
25122,L4
25123,TmY9q__perp
25124,Sm01
25125,Mi13
25126,L5
25127,Tm3
25128,PFNm
25129,Tm20
25130,Tm1
25131,T1
25132,L4
25133,L5
25134,R1-6
25135,Tm3
25136,R1-6
25137,Tm21
25138,AOTU050b
25139,T4d
25140,Dm2
25141,LLPC3
25142,Tm27
25143,CB0947
25144,T4a
25145,Dm3q
25146,LHAV2a3b
25147,T4a
25148,T4a
25149,KCg-m
25150,TmY11
25151,L5
25152,Li22
25153,BM_InOm
25154,KCapbp-ap1
25155,T5a
25156,T5b
25157,ExR8
25158,LB3
25159,LC10e
25160,CB1936
25161,LC17
25162,Mi4
25163,SMP208
25164,TmY15
25165,Li18
25166,CB2757
25167,LC45
25168,LPi07
25169,LLPC2
25170,T2
25171,T5a
25172,SAD010
25173,JO-F
25174,LLPC2
25175,Tm5f
25176,T3
25177,Tm5f
25178,T5c
25179,DNg12_e
25180,T4a
25181,T3
25182,TmY31
25183,Li18
25184,Li22
25185,T3
25186,SMP208
25187,Tm5f
25188,CB3492
25189,T2
25190,Dm10
25191,SMP094
25192,Dm2
25193,CB2757
25194,KCg-m
25195,CB0848
25196,CB2157
25197,T4a
25198,R1-6
25199,Li07
25200,Tm20
25201,Tm16
25202,LCNOp
25203,LHPV5g1_b
25204,KCg-m
25205,KCg-m
25206,SMP208
25207,KCapbp-ap2
25208,BM_InOm
25209,CB1479
25210,VST2
25211,AOTU050b
25212,T4b
25213,TmY14
25214,LC10a
25215,Tm5a
25216,TmY31
25217,Sm22
25218,CB3663
25219,KCab
25220,LC16
25221,L2
25222,CB1903
25223,T5b
25224,aSP-g2
25225,T4a
25226,Li17
25227,T4a
25228,BM_InOm
25229,LC17
25230,Li17
25231,CB2395
25232,Li17
25233,AVLP548_f
25234,Tm8a
25235,JO-EVM
25236,SMP208
25237,Tm32
25238,Tlp1
25239,T4b
25240,JO-EVM
25241,TmY31
25242,CB2364
25243,aSP-g2
25244,LC12
25245,M_l2PNm16
25246,T4a
25247,CB3067
25248,ORN_VM6m
25249,JO-EVM
25250,Li01
25251,LLPC2
25252,T4a
25253,DNge090
25254,ORN_DA1
25255,T4b
25256,BM_InOm
25257,T4a
25258,KCg-m
25259,CB1323
25260,TmY5a
25261,5-HTPLP01
25262,T2
25263,DNge020
25264,AVLP230
25265,Tm8a
25266,LC10a
25267,LC45
25268,T5b
25269,KCg-m
25270,Li17
25271,Tm4
25272,KCg-m
25273,CB3663
25274,KCg-m
25275,KCab
25276,Tm8a
25277,SMP208
25278,T4b
25279,T5b
25280,CB2157
25281,CB3127
25282,T5c
25283,KCg-m
25284,CB1119
25285,SA_DMT_DMetaN_12
25286,CB3559
25287,T5c
25288,Li22
25289,T5a
25290,ORN_DA1
25291,CB3559
25292,LPi07
25293,CB3559
25294,KCapbp-ap2
25295,CB1469
25296,CB0659
25297,T4a
25298,LPi07
25299,AOTU050b
25300,KCg-m
25301,CB2156
25302,DNp54
25303,TmY5a
25304,T5a
25305,AN_AVLP_27
25306,Li17
25307,BM_InOm
25308,Tm5a
25309,Li05
25310,LC45
25311,T5a
25312,Tm4
25313,CB3208
25314,Tm9
25315,Tm4
25316,LC17
25317,CB1055
25318,Y3
25319,CB2817
25320,SMP012
25321,AN_AVLP_GNG_3
25322,SA_DMT_DMetaN_12
25323,KCg-m
25324,KCapbp-ap1
25325,ORN_DA1
25326,AN_AVLP_45
25327,Tm4
25328,Y4
25329,CB0947
25330,Tm5a
25331,SMP207
25332,aSP-g2
25333,Y3
25334,CB3248
25335,CB1055
25336,SMP207
25337,SAD082
25338,Tm4
25339,CB2156
25340,SMP207
25341,Y4
25342,Tm5d
25343,JO-EVM
25344,CB3248
25345,LPi07
25346,Sm22
25347,T4b
25348,LC10c
25349,KCg-m
25350,JO-F
25351,T4b
25352,CB2308
25353,Tm1
25354,KCapbp-ap2
25355,KCab
25356,PLP073
25357,LPi07
25358,WED040
25359,LPi07
25360,AN_multi_29
25361,CB2537
25362,T3
25363,CB3015
25364,KCab
25365,LPi07
25366,KCg-m
25367,Sm22
25368,LC12
25369,SA_DMT_DMetaN_12
25370,CB2156
25371,DNge046
25372,KCab
25373,AN_GNG_118
25374,BM_InOm
25375,CB1903
25376,Li05
25377,T3
25378,T5a
25379,M_l2PNm16
25380,LPi05
25381,R1-6
25382,TmY5a
25383,KCapbp-ap2
25384,LHAV2a3b
25385,CB2987
25386,KCg-m
25387,LPi07
25388,CB2294
25389,Mi15
25390,LCNOp
25391,LC16
25392,JO-EVM
25393,LC12
25394,L1
25395,Li17
25396,CB0180
25397,LHAV3k5
25398,CB3248
25399,TmY3
25400,LMt2
25401,CB2537
25402,Mi9
25403,TmY15
25404,KCab
25405,CB2757
25406,CB0571
25407,KCg-m
25408,Dm10
25409,KCapbp-ap1
25410,mAL
25411,WED037
25412,R1-6
25413,Tm20
25414,Tm1
25415,T2a
25416,Mi9
25417,L5
25418,Mi15
25419,R7
25420,Mi9
25421,Tm3
25422,Tm1
25423,Tm32
25424,Mi1
25425,Tm37
25426,R1-6
25427,Tm9
25428,Mi10
25429,Mi9
25430,LPi08
25431,Dm3p
25432,LPi08
25433,TmY9q
25434,C2
25435,LC17
25436,LC10a
25437,ORN_DA1
25438,Li17
25439,T5c
25440,Tm5f
25441,C2
25442,T2
25443,Li17
25444,Li05
25445,T5b
25446,BM_InOm
25447,Tm8a
25448,LC10c
25449,T4c
25450,CB1898
25451,LC10c
25452,LPLC2
25453,T5a
25454,Tm2
25455,Y11
25456,Tm5a
25457,TmY20
25458,AN_AVLP_27
25459,LPi07
25460,LPi07
25461,SMP207
25462,T5d
25463,AN_GNG_117
25464,LC12
25465,M_l2PNm16
25466,PVLP074
25467,T3
25468,T4b
25469,AOTU050b
25470,CB2002
25471,CB2002
25472,T4d
25473,T5b
25474,DNge031
25475,Y11
25476,CB2354
25477,CB2156
25478,R7
25479,ORN_VM6m
25480,T5b
25481,T3
25482,LC45
25483,CB3208
25484,MTe53
25485,Tm5e
25486,T2
25487,KCg-m
25488,SMP091
25489,TmY5a
